COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
66000,臺中市,66000040,西區,66000040-005,廣民里,695,1786,848,938,108Y12M
66000,臺中市,66000040,西區,66000040-008,藍興里,1882,4968,2350,2618,108Y12M
66000,臺中市,66000040,西區,66000040-024,龍里,1284,3180,1538,1642,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-021,三鹿里,3259,8900,4432,4468,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-014,六路里,2215,6519,3307,3212,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-017,公明里,1799,5273,2630,2643,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-006,斗抵里,1634,5376,2711,2665,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-011,北勢里,2021,6244,3182,3062,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-009,竹林里,2839,9438,4704,4734,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-019,西勢里,865,2465,1264,1201,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-003,沙鹿里,355,1221,604,617,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-001,居仁里,564,1671,865,806,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-015,南勢里,1336,4244,2177,2067,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-002,洛泉里,769,2600,1276,1324,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-004,美仁里,198,638,332,306,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-016,埔子里,2405,6948,3514,3434,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-013,晉江里,684,2016,1042,974,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-018,清泉里,923,2768,1396,1372,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-010,犁分里,428,1412,755,657,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-007,鹿峰里,2014,6391,3208,3183,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-008,鹿寮里,2602,8638,4313,4325,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-012,福興里,1462,4584,2328,2256,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-005,興仁里,982,3202,1574,1628,108Y12M
66000,臺中市,66000130,沙鹿區,66000130-020,興安里,1335,4207,2117,2090,108Y12M
66000,臺中市,66000290,和平區,66000290-004,中坑里,245,519,288,231,108Y12M
66000,臺中市,66000290,和平區,66000290-002,天輪里,240,469,253,216,108Y12M
66000,臺中市,66000290,和平區,66000290-008,平等里,374,1013,570,443,108Y12M
66000,臺中市,66000290,和平區,66000290-005,自由里,491,1253,691,562,108Y12M
66000,臺中市,66000290,和平區,66000290-001,南勢里,907,2142,1149,993,108Y12M
66000,臺中市,66000290,和平區,66000290-007,梨山里,1028,2254,1202,1052,108Y12M
66000,臺中市,66000290,和平區,66000290-003,博愛里,811,1919,980,939,108Y12M
66000,臺中市,66000290,和平區,66000290-006,達觀里,497,1333,728,605,108Y12M
66000,臺中市,66000020,東區,66000020-010,十甲里,2038,5604,2754,2850,108Y12M
66000,臺中市,66000020,東區,66000020-005,干城里,1005,2155,1033,1122,108Y12M
66000,臺中市,66000020,東區,66000020-013,合作里,1843,4808,2367,2441,108Y12M
66000,臺中市,66000020,東區,66000020-007,旱溪里,980,2825,1460,1365,108Y12M
66000,臺中市,66000020,東區,66000020-009,東門里,2598,7949,3927,4022,108Y12M
66000,臺中市,66000020,東區,66000020-016,東信里,3676,10568,5164,5404,108Y12M
66000,臺中市,66000020,東區,66000020-011,東南里,1644,4323,2106,2217,108Y12M
66000,臺中市,66000020,東區,66000020-017,東英里,2993,8349,4129,4220,108Y12M
66000,臺中市,66000020,東區,66000020-012,東勢里,1211,3062,1586,1476,108Y12M
66000,臺中市,66000020,東區,66000020-003,東橋里,1587,4399,2141,2258,108Y12M
66000,臺中市,66000020,東區,66000020-004,東興里,1220,3276,1606,1670,108Y12M
66000,臺中市,66000020,東區,66000020-006,泉源里,945,2254,1147,1107,108Y12M
66000,臺中市,66000020,東區,66000020-002,振興里,1422,3616,1807,1809,108Y12M
66000,臺中市,66000020,東區,66000020-015,富仁里,1962,4667,2319,2348,108Y12M
66000,臺中市,66000020,東區,66000020-014,富台里,890,1931,978,953,108Y12M
66000,臺中市,66000020,東區,66000020-001,新庄里,1598,3552,1852,1700,108Y12M
66000,臺中市,66000020,東區,66000020-008,樂成里,911,2605,1317,1288,108Y12M
66000,臺中市,66000100,東勢區,66000100-015,下城里,358,948,483,465,108Y12M
66000,臺中市,66000100,東勢區,66000100-020,下新里,649,1860,959,901,108Y12M
66000,臺中市,66000100,東勢區,66000100-014,上城里,391,1103,574,529,108Y12M
66000,臺中市,66000100,東勢區,66000100-006,上新里,394,1136,568,568,108Y12M
66000,臺中市,66000100,東勢區,66000100-009,中嵙里,755,2140,1097,1043,108Y12M
66000,臺中市,66000100,東勢區,66000100-002,中寧里,399,1003,472,531,108Y12M
66000,臺中市,66000100,東勢區,66000100-001,北興里,605,1583,813,770,108Y12M
66000,臺中市,66000100,東勢區,66000100-005,延平里,935,2565,1260,1305,108Y12M
66000,臺中市,66000100,東勢區,66000100-025,明正里,497,1561,854,707,108Y12M
66000,臺中市,66000100,東勢區,66000100-003,東安里,458,1208,607,601,108Y12M
66000,臺中市,66000100,東勢區,66000100-018,東新里,839,2223,1157,1066,108Y12M
66000,臺中市,66000100,東勢區,66000100-004,南平里,749,2158,1086,1072,108Y12M
66000,臺中市,66000100,東勢區,66000100-022,茂興里,722,2073,1124,949,108Y12M
66000,臺中市,66000100,東勢區,66000100-008,泰昌里,1454,4136,2080,2056,108Y12M
66000,臺中市,66000100,東勢區,66000100-023,泰興里,262,787,430,357,108Y12M
66000,臺中市,66000100,東勢區,66000100-024,埤頭里,253,712,377,335,108Y12M
66000,臺中市,66000100,東勢區,66000100-011,隆興里,580,1657,873,784,108Y12M
66000,臺中市,66000100,東勢區,66000100-013,詒福里,623,1891,964,927,108Y12M
66000,臺中市,66000100,東勢區,66000100-012,新盛里,1912,5761,2929,2832,108Y12M
66000,臺中市,66000100,東勢區,66000100-019,粵寧里,834,2337,1173,1164,108Y12M
66000,臺中市,66000100,東勢區,66000100-010,福隆里,1491,4367,2172,2195,108Y12M
66000,臺中市,66000100,東勢區,66000100-007,廣興里,609,1705,877,828,108Y12M
66000,臺中市,66000100,東勢區,66000100-016,慶東里,700,2078,1099,979,108Y12M
66000,臺中市,66000100,東勢區,66000100-017,慶福里,505,1443,770,673,108Y12M
66000,臺中市,66000100,東勢區,66000100-021,興隆里,448,1338,721,617,108Y12M
66000,臺中市,66000070,南屯區,66000070-024,三和里,4073,10912,5031,5881,108Y12M
66000,臺中市,66000070,南屯區,66000070-010,三厝里,3115,8756,4030,4726,108Y12M
66000,臺中市,66000070,南屯區,66000070-025,三義里,3141,8386,3879,4507,108Y12M
66000,臺中市,66000070,南屯區,66000070-015,大同里,2130,5838,2756,3082,108Y12M
66000,臺中市,66000070,南屯區,66000070-021,大業里,2978,8109,3721,4388,108Y12M
66000,臺中市,66000070,南屯區,66000070-019,大誠里,1751,4241,1951,2290,108Y12M
66000,臺中市,66000070,南屯區,66000070-020,大興里,1931,5484,2598,2886,108Y12M
66000,臺中市,66000070,南屯區,66000070-004,中和里,1686,5191,2583,2608,108Y12M
66000,臺中市,66000070,南屯區,66000070-007,文山里,5190,13283,6443,6840,108Y12M
66000,臺中市,66000070,南屯區,66000070-016,文心里,1764,4733,2243,2490,108Y12M
66000,臺中市,66000070,南屯區,66000070-009,永定里,2225,6178,3007,3171,108Y12M
66000,臺中市,66000070,南屯區,66000070-012,田心里,2796,7687,3694,3993,108Y12M
66000,臺中市,66000070,南屯區,66000070-017,同心里,2465,6343,2943,3400,108Y12M
66000,臺中市,66000070,南屯區,66000070-018,向心里,2698,6437,3234,3203,108Y12M
66000,臺中市,66000070,南屯區,66000070-001,南屯里,3966,11020,5202,5818,108Y12M
66000,臺中市,66000070,南屯區,66000070-006,春安里,406,941,470,471,108Y12M
66000,臺中市,66000070,南屯區,66000070-005,春社里,3242,7573,3884,3689,108Y12M
66000,臺中市,66000070,南屯區,66000070-022,惠中里,3548,9547,4415,5132,108Y12M
66000,臺中市,66000070,南屯區,66000070-008,新生里,1053,2260,1105,1155,108Y12M
66000,臺中市,66000070,南屯區,66000070-003,楓樹里,2479,7171,3580,3591,108Y12M
66000,臺中市,66000070,南屯區,66000070-011,溝墘里,2440,6762,3131,3631,108Y12M
66000,臺中市,66000070,南屯區,66000070-013,黎明里,1829,5006,2435,2571,108Y12M
66000,臺中市,66000070,南屯區,66000070-002,豐樂里,4953,13536,6550,6986,108Y12M
66000,臺中市,66000070,南屯區,66000070-014,鎮平里,537,1628,888,740,108Y12M
66000,臺中市,66000070,南屯區,66000070-023,寶山里,2591,6510,3160,3350,108Y12M
66000,臺中市,66000030,南區,66000030-021,工學里,3153,8259,3865,4394,108Y12M
66000,臺中市,66000030,南區,66000030-018,平和里,1482,4066,2015,2051,108Y12M
66000,臺中市,66000030,南區,66000030-020,永和里,2103,5214,2509,2705,108Y12M
66000,臺中市,66000030,南區,66000030-011,永興里,3668,9585,4540,5045,108Y12M
66000,臺中市,66000030,南區,66000030-006,江川里,1307,3186,1530,1656,108Y12M
66000,臺中市,66000030,南區,66000030-014,西川里,1904,5181,2453,2728,108Y12M
66000,臺中市,66000030,南區,66000030-010,和平里,1884,4621,2179,2442,108Y12M
66000,臺中市,66000030,南區,66000030-015,長春里,891,2211,1094,1117,108Y12M
66000,臺中市,66000030,南區,66000030-016,長榮里,1135,3004,1476,1528,108Y12M
66000,臺中市,66000030,南區,66000030-019,南和里,3681,8555,4182,4373,108Y12M
66000,臺中市,66000030,南區,66000030-003,南門里,1693,3986,1922,2064,108Y12M
66000,臺中市,66000030,南區,66000030-001,城隍里,1688,4112,1992,2120,108Y12M
66000,臺中市,66000030,南區,66000030-002,國光里,1812,4418,2127,2291,108Y12M
66000,臺中市,66000030,南區,66000030-022,崇倫里,2567,6697,3245,3452,108Y12M
66000,臺中市,66000030,南區,66000030-007,新榮里,2270,5451,2533,2918,108Y12M
66000,臺中市,66000030,南區,66000030-009,福平里,2324,6273,3023,3250,108Y12M
66000,臺中市,66000030,南區,66000030-017,福順里,2607,6479,3079,3400,108Y12M
66000,臺中市,66000030,南區,66000030-008,福興里,1683,4515,2164,2351,108Y12M
66000,臺中市,66000030,南區,66000030-004,德義里,1401,3259,1574,1685,108Y12M
66000,臺中市,66000030,南區,66000030-012,樹義里,5228,14543,6871,7672,108Y12M
66000,臺中市,66000030,南區,66000030-013,樹德里,3999,10066,4773,5293,108Y12M
66000,臺中市,66000030,南區,66000030-005,積善里,1120,2890,1426,1464,108Y12M
66000,臺中市,66000230,烏日區,66000230-006,九德里,5238,16245,7973,8272,108Y12M
66000,臺中市,66000230,烏日區,66000230-003,三和里,2358,5947,3050,2897,108Y12M
66000,臺中市,66000230,烏日區,66000230-009,五光里,606,1940,990,950,108Y12M
66000,臺中市,66000230,烏日區,66000230-007,仁德里,3175,9591,4597,4994,108Y12M
66000,臺中市,66000230,烏日區,66000230-014,北里里,570,1938,1006,932,108Y12M
66000,臺中市,66000230,烏日區,66000230-010,光明里,783,2487,1285,1202,108Y12M
66000,臺中市,66000230,烏日區,66000230-011,東園里,749,2559,1345,1214,108Y12M
66000,臺中市,66000230,烏日區,66000230-008,前竹里,608,2045,1052,993,108Y12M
66000,臺中市,66000230,烏日區,66000230-015,南里里,465,1573,816,757,108Y12M
66000,臺中市,66000230,烏日區,66000230-001,烏日里,3692,10200,5047,5153,108Y12M
66000,臺中市,66000230,烏日區,66000230-002,湖日里,1053,2958,1506,1452,108Y12M
66000,臺中市,66000230,烏日區,66000230-016,溪尾里,320,968,520,448,108Y12M
66000,臺中市,66000230,烏日區,66000230-012,溪埧里,1518,5182,2612,2570,108Y12M
66000,臺中市,66000230,烏日區,66000230-004,榮泉里,2622,6455,3179,3276,108Y12M
66000,臺中市,66000230,烏日區,66000230-005,學田里,1078,3011,1540,1471,108Y12M
66000,臺中市,66000230,烏日區,66000230-013,螺潭里,794,2511,1279,1232,108Y12M
66000,臺中市,66000160,神岡區,66000160-007,三角里,934,3099,1586,1513,108Y12M
66000,臺中市,66000160,神岡區,66000160-009,大社里,1839,5178,2508,2670,108Y12M
66000,臺中市,66000160,神岡區,66000160-016,山皮里,359,1221,628,593,108Y12M
66000,臺中市,66000160,神岡區,66000160-003,北庄里,951,3036,1558,1478,108Y12M
66000,臺中市,66000160,神岡區,66000160-013,圳前里,856,2806,1399,1407,108Y12M
66000,臺中市,66000160,神岡區,66000160-015,圳堵里,793,2484,1264,1220,108Y12M
66000,臺中市,66000160,神岡區,66000160-002,庄前里,847,2695,1369,1326,108Y12M
66000,臺中市,66000160,神岡區,66000160-004,庄後里,753,2722,1411,1311,108Y12M
66000,臺中市,66000160,神岡區,66000160-008,岸裡里,1033,3338,1693,1645,108Y12M
66000,臺中市,66000160,神岡區,66000160-005,社口里,2710,9075,4639,4436,108Y12M
66000,臺中市,66000160,神岡區,66000160-006,社南里,1810,6499,3314,3185,108Y12M
66000,臺中市,66000160,神岡區,66000160-001,神岡里,1239,3808,1977,1831,108Y12M
66000,臺中市,66000160,神岡區,66000160-011,神洲里,851,3037,1538,1499,108Y12M
66000,臺中市,66000160,神岡區,66000160-014,新庄里,1469,4987,2604,2383,108Y12M
66000,臺中市,66000160,神岡區,66000160-012,溪洲里,916,3282,1696,1586,108Y12M
66000,臺中市,66000160,神岡區,66000160-010,豐洲里,2620,8412,4261,4151,108Y12M
66000,臺中市,66000140,梧棲區,66000140-002,下寮里,787,2353,1195,1158,108Y12M
66000,臺中市,66000140,梧棲區,66000140-010,大庄里,2819,9392,4695,4697,108Y12M
66000,臺中市,66000140,梧棲區,66000140-011,大村里,2109,7234,3553,3681,108Y12M
66000,臺中市,66000140,梧棲區,66000140-003,中正里,1600,4677,2305,2372,108Y12M
66000,臺中市,66000140,梧棲區,66000140-004,中和里,212,609,316,293,108Y12M
66000,臺中市,66000140,梧棲區,66000140-005,文化里,485,1380,680,700,108Y12M
66000,臺中市,66000140,梧棲區,66000140-014,永安里,801,2959,1530,1429,108Y12M
66000,臺中市,66000140,梧棲區,66000140-013,永寧里,730,2718,1386,1332,108Y12M
66000,臺中市,66000140,梧棲區,66000140-006,安仁里,330,971,500,471,108Y12M
66000,臺中市,66000140,梧棲區,66000140-008,南簡里,2000,6209,3083,3126,108Y12M
66000,臺中市,66000140,梧棲區,66000140-007,草湳里,2418,7507,3799,3708,108Y12M
66000,臺中市,66000140,梧棲區,66000140-001,頂寮里,1693,4308,2134,2174,108Y12M
66000,臺中市,66000140,梧棲區,66000140-009,福德里,1840,5833,2918,2915,108Y12M
66000,臺中市,66000140,梧棲區,66000140-012,興農里,812,2771,1428,1343,108Y12M
66000,臺中市,66000120,清水區,66000120-028,下湳里,975,3327,1683,1644,108Y12M
66000,臺中市,66000120,清水區,66000120-017,中社里,1293,3424,1665,1759,108Y12M
66000,臺中市,66000120,清水區,66000120-008,中興里,180,487,257,230,108Y12M
66000,臺中市,66000120,清水區,66000120-004,文昌里,299,867,440,427,108Y12M
66000,臺中市,66000120,清水區,66000120-007,北寧里,332,825,431,394,108Y12M
66000,臺中市,66000120,清水區,66000120-026,田寮里,877,2955,1498,1457,108Y12M
66000,臺中市,66000120,清水區,66000120-009,西社里,882,2751,1409,1342,108Y12M
66000,臺中市,66000120,清水區,66000120-006,西寧里,586,1868,947,921,108Y12M
66000,臺中市,66000120,清水區,66000120-032,吳厝里,575,1763,896,867,108Y12M
66000,臺中市,66000120,清水區,66000120-013,秀水里,1694,5125,2623,2502,108Y12M
66000,臺中市,66000120,清水區,66000120-029,東山里,442,1400,728,672,108Y12M
66000,臺中市,66000120,清水區,66000120-014,武鹿里,1289,3907,2012,1895,108Y12M
66000,臺中市,66000120,清水區,66000120-010,南社里,3960,12192,6103,6089,108Y12M
66000,臺中市,66000120,清水區,66000120-005,南寧里,778,2285,1135,1150,108Y12M
66000,臺中市,66000120,清水區,66000120-031,海風里,540,1630,859,771,108Y12M
66000,臺中市,66000120,清水區,66000120-015,海濱里,788,2381,1225,1156,108Y12M
66000,臺中市,66000120,清水區,66000120-021,高北里,398,1373,724,649,108Y12M
66000,臺中市,66000120,清水區,66000120-018,高西里,459,1491,813,678,108Y12M
66000,臺中市,66000120,清水區,66000120-020,高東里,486,1415,761,654,108Y12M
66000,臺中市,66000120,清水區,66000120-019,高南里,459,1549,851,698,108Y12M
66000,臺中市,66000120,清水區,66000120-022,高美里,471,1532,806,726,108Y12M
66000,臺中市,66000120,清水區,66000120-023,國姓里,748,2480,1280,1200,108Y12M
66000,臺中市,66000120,清水區,66000120-003,清水里,858,2598,1267,1331,108Y12M
66000,臺中市,66000120,清水區,66000120-025,頂湳里,616,2033,1095,938,108Y12M
66000,臺中市,66000120,清水區,66000120-024,菁埔里,750,2680,1389,1291,108Y12M
66000,臺中市,66000120,清水區,66000120-030,楊厝里,425,1362,738,624,108Y12M
66000,臺中市,66000120,清水區,66000120-011,裕嘉里,502,1724,880,844,108Y12M
66000,臺中市,66000120,清水區,66000120-027,橋頭里,2882,9129,4611,4518,108Y12M
66000,臺中市,66000120,清水區,66000120-012,臨江里,558,1747,950,797,108Y12M
66000,臺中市,66000120,清水區,66000120-001,鰲峰里,459,1268,636,632,108Y12M
66000,臺中市,66000120,清水區,66000120-002,靈泉里,394,1145,577,568,108Y12M
66000,臺中市,66000120,清水區,66000120-016,榔里,2614,6874,3527,3347,108Y12M
66000,臺中市,66000190,新社區,66000190-006,大南里,696,2139,1111,1028,108Y12M
66000,臺中市,66000190,新社區,66000190-003,中正里,506,1629,844,785,108Y12M
66000,臺中市,66000190,新社區,66000190-012,中和里,224,642,335,307,108Y12M
66000,臺中市,66000190,新社區,66000190-008,中興里,293,634,286,348,108Y12M
66000,臺中市,66000190,新社區,66000190-004,月湖里,375,1205,641,564,108Y12M
66000,臺中市,66000190,新社區,66000190-007,永源里,992,3439,1755,1684,108Y12M
66000,臺中市,66000190,新社區,66000190-009,協成里,1050,3402,1760,1642,108Y12M
66000,臺中市,66000190,新社區,66000190-010,東興里,431,1408,745,663,108Y12M
66000,臺中市,66000190,新社區,66000190-005,崑山里,360,1334,699,635,108Y12M
66000,臺中市,66000190,新社區,66000190-002,復盛里,691,2228,1175,1053,108Y12M
66000,臺中市,66000190,新社區,66000190-001,新社里,1249,3960,2005,1955,108Y12M
66000,臺中市,66000190,新社區,66000190-013,福興里,479,1298,693,605,108Y12M
66000,臺中市,66000190,新社區,66000190-011,慶西里,301,971,529,442,108Y12M
66000,臺中市,66000170,潭子區,66000170-008,大富里,1037,3364,1744,1620,108Y12M
66000,臺中市,66000170,潭子區,66000170-009,大豐里,2350,7309,3629,3680,108Y12M
66000,臺中市,66000170,潭子區,66000170-006,甘蔗里,3925,11359,5500,5859,108Y12M
66000,臺中市,66000170,潭子區,66000170-007,東寶里,4589,14185,7114,7071,108Y12M
66000,臺中市,66000170,潭子區,66000170-016,家福里,1944,5738,2738,3000,108Y12M
66000,臺中市,66000170,潭子區,66000170-015,家興里,3216,8612,4104,4508,108Y12M
66000,臺中市,66000170,潭子區,66000170-010,栗林里,1769,5328,2676,2652,108Y12M
66000,臺中市,66000170,潭子區,66000170-012,新田里,596,1716,864,852,108Y12M
66000,臺中市,66000170,潭子區,66000170-011,嘉仁里,1479,4828,2457,2371,108Y12M
66000,臺中市,66000170,潭子區,66000170-004,福仁里,4353,12315,6041,6274,108Y12M
66000,臺中市,66000170,潭子區,66000170-013,聚興里,1814,4878,2582,2296,108Y12M
66000,臺中市,66000170,潭子區,66000170-003,潭北里,936,2784,1368,1416,108Y12M
66000,臺中市,66000170,潭子區,66000170-002,潭秀里,488,1541,789,752,108Y12M
66000,臺中市,66000170,潭子區,66000170-001,潭陽里,4503,13401,6512,6889,108Y12M
66000,臺中市,66000170,潭子區,66000170-005,頭家里,2280,6684,3248,3436,108Y12M
66000,臺中市,66000170,潭子區,66000170-014,頭家東里,1862,5282,2591,2691,108Y12M
66000,臺中市,66000250,龍井區,66000250-008,三德里,962,3466,1779,1687,108Y12M
66000,臺中市,66000250,龍井區,66000250-010,山腳里,2103,7027,3574,3453,108Y12M
66000,臺中市,66000250,龍井區,66000250-004,田中里,1172,4227,2156,2071,108Y12M
66000,臺中市,66000250,龍井區,66000250-001,竹坑里,1049,3622,1845,1777,108Y12M
66000,臺中市,66000250,龍井區,66000250-009,忠和里,1644,6094,3083,3011,108Y12M
66000,臺中市,66000250,龍井區,66000250-016,東海里,3696,10573,5102,5471,108Y12M
66000,臺中市,66000250,龍井區,66000250-014,南寮里,497,1909,976,933,108Y12M
66000,臺中市,66000250,龍井區,66000250-013,新庄里,2286,7634,3814,3820,108Y12M
66000,臺中市,66000250,龍井區,66000250-015,新東里,2096,5725,2871,2854,108Y12M
66000,臺中市,66000250,龍井區,66000250-005,福田里,335,1218,608,610,108Y12M
66000,臺中市,66000250,龍井區,66000250-003,龍西里,659,2227,1094,1133,108Y12M
66000,臺中市,66000250,龍井區,66000250-002,龍東里,967,3375,1766,1609,108Y12M
66000,臺中市,66000250,龍井區,66000250-011,龍泉里,2926,9060,4540,4520,108Y12M
66000,臺中市,66000250,龍井區,66000250-007,龍津里,1610,6082,3101,2981,108Y12M
66000,臺中市,66000250,龍井區,66000250-012,龍崗里,928,3121,1549,1572,108Y12M
66000,臺中市,66000250,龍井區,66000250-006,麗水里,836,2667,1423,1244,108Y12M
66000,臺中市,66000090,豐原區,66000090-020,三村里,2339,7572,3747,3825,108Y12M
66000,臺中市,66000090,豐原區,66000090-005,下街里,324,863,426,437,108Y12M
66000,臺中市,66000090,豐原區,66000090-013,大湳里,1041,2930,1433,1497,108Y12M
66000,臺中市,66000090,豐原區,66000090-003,中山里,365,993,474,519,108Y12M
66000,臺中市,66000090,豐原區,66000090-028,中陽里,2091,6787,3270,3517,108Y12M
66000,臺中市,66000090,豐原區,66000090-021,中興里,1239,3472,1689,1783,108Y12M
66000,臺中市,66000090,豐原區,66000090-027,北陽里,5109,16116,7864,8252,108Y12M
66000,臺中市,66000090,豐原區,66000090-014,北湳里,1157,3381,1685,1696,108Y12M
66000,臺中市,66000090,豐原區,66000090-012,民生里,525,1415,693,722,108Y12M
66000,臺中市,66000090,豐原區,66000090-022,田心里,2898,7421,3764,3657,108Y12M
66000,臺中市,66000090,豐原區,66000090-017,圳寮里,507,1448,738,710,108Y12M
66000,臺中市,66000090,豐原區,66000090-036,朴子里,1157,3902,2005,1897,108Y12M
66000,臺中市,66000090,豐原區,66000090-009,西安里,2006,6071,2912,3159,108Y12M
66000,臺中市,66000090,豐原區,66000090-016,西湳里,3257,11146,5558,5588,108Y12M
66000,臺中市,66000090,豐原區,66000090-010,西勢里,922,2711,1322,1389,108Y12M
66000,臺中市,66000090,豐原區,66000090-029,東陽里,532,1855,945,910,108Y12M
66000,臺中市,66000090,豐原區,66000090-015,東湳里,1392,4864,2513,2351,108Y12M
66000,臺中市,66000090,豐原區,66000090-011,東勢里,619,1791,863,928,108Y12M
66000,臺中市,66000090,豐原區,66000090-019,社皮里,4123,11942,5796,6146,108Y12M
66000,臺中市,66000090,豐原區,66000090-031,南田里,1183,3776,1948,1828,108Y12M
66000,臺中市,66000090,豐原區,66000090-030,南村里,2195,6480,3101,3379,108Y12M
66000,臺中市,66000090,豐原區,66000090-025,南陽里,4478,13816,6681,7135,108Y12M
66000,臺中市,66000090,豐原區,66000090-032,南嵩里,1192,3912,1967,1945,108Y12M
66000,臺中市,66000090,豐原區,66000090-034,翁子里,1132,3596,1844,1752,108Y12M
66000,臺中市,66000090,豐原區,66000090-033,翁明里,906,2567,1250,1317,108Y12M
66000,臺中市,66000090,豐原區,66000090-035,翁社里,750,2406,1244,1162,108Y12M
66000,臺中市,66000090,豐原區,66000090-002,頂街里,463,1036,501,535,108Y12M
66000,臺中市,66000090,豐原區,66000090-006,富春里,275,831,398,433,108Y12M
66000,臺中市,66000090,豐原區,66000090-026,陽明里,1110,3468,1641,1827,108Y12M
66000,臺中市,66000090,豐原區,66000090-007,葫蘆里,270,753,372,381,108Y12M
66000,臺中市,66000090,豐原區,66000090-023,豐田里,3838,12293,6103,6190,108Y12M
66000,臺中市,66000090,豐原區,66000090-018,豐圳里,1362,3882,1940,1942,108Y12M
66000,臺中市,66000090,豐原區,66000090-008,豐西里,687,1826,852,974,108Y12M
66000,臺中市,66000090,豐原區,66000090-001,豐原里,1022,2673,1283,1390,108Y12M
66000,臺中市,66000090,豐原區,66000090-004,豐榮里,543,1321,602,719,108Y12M
66000,臺中市,66000090,豐原區,66000090-024,鎌村里,1689,5559,2843,2716,108Y12M
66000,臺中市,66000260,霧峰區,66000260-018,丁台里,730,2742,1429,1313,108Y12M
66000,臺中市,66000260,霧峰區,66000260-005,中正里,836,2366,1152,1214,108Y12M
66000,臺中市,66000260,霧峰區,66000260-013,五福里,834,2972,1558,1414,108Y12M
66000,臺中市,66000260,霧峰區,66000260-017,六股里,815,2878,1483,1395,108Y12M
66000,臺中市,66000260,霧峰區,66000260-010,北柳里,1443,4755,2413,2342,108Y12M
66000,臺中市,66000260,霧峰區,66000260-019,北勢里,702,2576,1281,1295,108Y12M
66000,臺中市,66000260,霧峰區,66000260-012,四德里,868,2855,1484,1371,108Y12M
66000,臺中市,66000260,霧峰區,66000260-008,本堂里,2437,7009,3406,3603,108Y12M
66000,臺中市,66000260,霧峰區,66000260-004,本鄉里,959,2697,1344,1353,108Y12M
66000,臺中市,66000260,霧峰區,66000260-003,甲寅里,1890,5494,2736,2758,108Y12M
66000,臺中市,66000260,霧峰區,66000260-002,吉峰里,3493,10766,5460,5306,108Y12M
66000,臺中市,66000260,霧峰區,66000260-009,坑口里,1170,3492,1759,1733,108Y12M
66000,臺中市,66000260,霧峰區,66000260-011,南柳里,638,2249,1116,1133,108Y12M
66000,臺中市,66000260,霧峰區,66000260-020,南勢里,397,1555,810,745,108Y12M
66000,臺中市,66000260,霧峰區,66000260-016,峰谷里,380,1301,692,609,108Y12M
66000,臺中市,66000260,霧峰區,66000260-001,桐林里,449,1408,735,673,108Y12M
66000,臺中市,66000260,霧峰區,66000260-007,萊園里,408,1259,640,619,108Y12M
66000,臺中市,66000260,霧峰區,66000260-014,萬豐里,978,3142,1611,1531,108Y12M
66000,臺中市,66000260,霧峰區,66000260-006,錦榮里,483,1443,761,682,108Y12M
66000,臺中市,66000260,霧峰區,66000260-015,舊正里,707,2460,1267,1193,108Y12M
